Sequences 100
stateIndex|stateFeatures|state|reward|actionIndex|greed
49|[0, 2, 0]|(0, 2)|-220|0|r
99|[1, 2, 0]|(1, 2)|-221|1|r
98|[1, 3, 0]|(1, 3)|-222|3|r
99|[1, 2, 0]|(1, 2)|-223|2|r
98|[1, 3, 0]|(1, 3)|-224|3|r
34|[2, 3, 0]|(2, 3)|-225|1|r
98|[1, 3, 0]|(1, 3)|-226|0|r
34|[2, 3, 0]|(2, 3)|-227|1|r
98|[1, 3, 0]|(1, 3)|-228|0|r
48|[0, 3, 0]|(0, 3)|-229|0|r
47|[0, 4, 0]|(0, 4)|-230|3|r
48|[0, 3, 0]|(0, 3)|-231|2|g
47|[0, 4, 0]|(0, 4)|-232|3|r
85|[1, 4, 0]|(1, 4)|-233|1|r
33|[2, 4, 0]|(2, 4)|-234|1|r
34|[2, 3, 0]|(2, 3)|-235|2|r
33|[2, 4, 0]|(2, 4)|-236|3|r
34|[2, 3, 0]|(2, 3)|-237|2|g
33|[2, 4, 0]|(2, 4)|-238|3|r
34|[2, 3, 0]|(2, 3)|-239|2|r
32|[3, 3, 0]|(3, 3)|-240|1|r
34|[2, 3, 0]|(2, 3)|-241|0|g
98|[1, 3, 0]|(1, 3)|-242|0|g
48|[0, 3, 0]|(0, 3)|-243|0|r
98|[1, 3, 0]|(1, 3)|-244|1|r
99|[1, 2, 0]|(1, 2)|-245|2|g
91|[2, 2, 0]|(2, 2)|-246|1|r
99|[1, 2, 0]|(1, 2)|-247|0|r
97|[1, 1, 0]|(1, 1)|-248|2|r
99|[1, 2, 0]|(1, 2)|-249|3|r
49|[0, 2, 0]|(0, 2)|-250|0|r
50|[0, 1, 0]|(0, 1)|-251|2|r
51|[0, 0, 1]|(0, 0)terminal1|-251|2|r
52|[5, 6, 0]|(5, 6)|-1|3|r
0|[5, 5, 0]|(5, 5)|-2|2|r
52|[5, 6, 0]|(5, 6)|-3|3|r
0|[5, 5, 0]|(5, 5)|-4|2|r
52|[5, 6, 0]|(5, 6)|-5|3|r
53|[5, 7, 0]|(5, 7)|-6|3|r
84|[4, 7, 0]|(4, 7)|-7|0|g
59|[4, 8, 0]|(4, 8)|-8|3|r
54|[5, 8, 0]|(5, 8)|-9|1|r
53|[5, 7, 0]|(5, 7)|-10|2|r
63|[6, 7, 0]|(6, 7)|-11|1|r
53|[5, 7, 0]|(5, 7)|-12|0|r
84|[4, 7, 0]|(4, 7)|-13|0|r
53|[5, 7, 0]|(5, 7)|-14|1|r
54|[5, 8, 0]|(5, 8)|-15|3|r
59|[4, 8, 0]|(4, 8)|-16|0|r
60|[3, 8, 0]|(3, 8)|-17|0|r
59|[4, 8, 0]|(4, 8)|-18|1|r
58|[4, 9, 0]|(4, 9)|-19|3|r
59|[4, 8, 0]|(4, 8)|-20|2|r
54|[5, 8, 0]|(5, 8)|-21|1|r
53|[5, 7, 0]|(5, 7)|-22|2|g
84|[4, 7, 0]|(4, 7)|-23|0|g
29|[4, 6, 0]|(4, 6)|-24|2|r
52|[5, 6, 0]|(5, 6)|-25|1|r
53|[5, 7, 0]|(5, 7)|-26|3|r
63|[6, 7, 0]|(6, 7)|-27|1|r
56|[6, 8, 0]|(6, 8)|-28|3|r
63|[6, 7, 0]|(6, 7)|-29|2|r
75|[7, 7, 0]|(7, 7)|-30|1|r
68|[8, 7, 0]|(8, 7)|-31|1|r
25|[8, 6, 0]|(8, 6)|-32|2|r
24|[9, 6, 0]|(9, 6)|-33|1|r
23|[9, 5, 0]|(9, 5)|-34|2|r
21|[9, 4, 0]|(9, 4)|-35|2|g
5|[8, 4, 0]|(8, 4)|-36|0|r
21|[9, 4, 0]|(9, 4)|-37|1|r
21|[9, 4, 0]|(9, 4)|-38|1|r
15|[9, 3, 0]|(9, 3)|-39|2|r
21|[9, 4, 0]|(9, 4)|-40|3|r
5|[8, 4, 0]|(8, 4)|-41|0|r
14|[8, 3, 0]|(8, 3)|-42|2|g
6|[7, 3, 0]|(7, 3)|-43|0|r
3|[6, 3, 0]|(6, 3)|-44|0|r
6|[7, 3, 0]|(7, 3)|-45|1|r
3|[6, 3, 0]|(6, 3)|-46|0|r
9|[6, 2, 0]|(6, 2)|-47|2|r
12|[5, 2, 0]|(5, 2)|-48|0|r
66|[5, 1, 0]|(5, 1)|-49|2|r
79|[4, 1, 0]|(4, 1)|-50|0|g
93|[4, 0, 0]|(4, 0)|-51|2|r
90|[5, 0, 0]|(5, 0)|-52|1|r
90|[5, 0, 0]|(5, 0)|-53|2|r
93|[4, 0, 0]|(4, 0)|-54|0|r
94|[3, 0, 0]|(3, 0)|-55|0|g
93|[4, 0, 0]|(4, 0)|-56|1|r
79|[4, 1, 0]|(4, 1)|-57|3|r
87|[3, 1, 0]|(3, 1)|-58|0|r
79|[4, 1, 0]|(4, 1)|-59|1|r
93|[4, 0, 0]|(4, 0)|-60|2|r
79|[4, 1, 0]|(4, 1)|-61|3|r
93|[4, 0, 0]|(4, 0)|-62|2|r
94|[3, 0, 0]|(3, 0)|-63|0|r
93|[4, 0, 0]|(4, 0)|-64|1|r
93|[4, 0, 0]|(4, 0)|-65|2|r
93|[4, 0, 0]|(4, 0)|-66|2|r
79|[4, 1, 0]|(4, 1)|-67|3|r
66|[5, 1, 0]|(5, 1)|-68|1|r
79|[4, 1, 0]|(4, 1)|-69|0|r
87|[3, 1, 0]|(3, 1)|-70|0|r
92|[2, 1, 0]|(2, 1)|-71|0|r
97|[1, 1, 0]|(1, 1)|-72|0|r
99|[1, 2, 0]|(1, 2)|-73|3|r
97|[1, 1, 0]|(1, 1)|-74|2|g
92|[2, 1, 0]|(2, 1)|-75|1|r
87|[3, 1, 0]|(3, 1)|-76|1|r
94|[3, 0, 0]|(3, 0)|-77|2|r
94|[3, 0, 0]|(3, 0)|-78|2|r
95|[2, 0, 0]|(2, 0)|-79|0|r
96|[1, 0, 0]|(1, 0)|-80|0|g
97|[1, 1, 0]|(1, 1)|-81|3|r
50|[0, 1, 0]|(0, 1)|-82|0|r
97|[1, 1, 0]|(1, 1)|-83|1|r
92|[2, 1, 0]|(2, 1)|-84|1|r
91|[2, 2, 0]|(2, 2)|-85|3|r
34|[2, 3, 0]|(2, 3)|-86|3|r
98|[1, 3, 0]|(1, 3)|-87|0|g
99|[1, 2, 0]|(1, 2)|-88|2|g
49|[0, 2, 0]|(0, 2)|-89|0|r
99|[1, 2, 0]|(1, 2)|-90|1|r
97|[1, 1, 0]|(1, 1)|-91|2|r
99|[1, 2, 0]|(1, 2)|-92|3|r
98|[1, 3, 0]|(1, 3)|-93|3|r
99|[1, 2, 0]|(1, 2)|-94|2|r
98|[1, 3, 0]|(1, 3)|-95|3|r
99|[1, 2, 0]|(1, 2)|-96|2|r
49|[0, 2, 0]|(0, 2)|-97|0|r
49|[0, 2, 0]|(0, 2)|-98|0|r
49|[0, 2, 0]|(0, 2)|-99|0|r
99|[1, 2, 0]|(1, 2)|-100|1|r
91|[2, 2, 0]|(2, 2)|-101|1|r
34|[2, 3, 0]|(2, 3)|-102|3|r
91|[2, 2, 0]|(2, 2)|-103|2|r
76|[3, 2, 0]|(3, 2)|-104|1|r
91|[2, 2, 0]|(2, 2)|-105|0|g
34|[2, 3, 0]|(2, 3)|-106|3|r
32|[3, 3, 0]|(3, 3)|-107|1|r
11|[4, 3, 0]|(4, 3)|-108|1|r
32|[3, 3, 0]|(3, 3)|-109|0|g
31|[3, 4, 0]|(3, 4)|-110|3|r
32|[3, 3, 0]|(3, 3)|-111|2|g
76|[3, 2, 0]|(3, 2)|-112|2|r
32|[3, 3, 0]|(3, 3)|-113|3|r
11|[4, 3, 0]|(4, 3)|-114|1|r
30|[4, 4, 0]|(4, 4)|-115|3|r
11|[4, 3, 0]|(4, 3)|-116|2|r
10|[5, 3, 0]|(5, 3)|-117|1|r
3|[6, 3, 0]|(6, 3)|-118|1|r
9|[6, 2, 0]|(6, 2)|-119|2|r
12|[5, 2, 0]|(5, 2)|-120|0|r
66|[5, 1, 0]|(5, 1)|-121|2|r
79|[4, 1, 0]|(4, 1)|-122|0|r
66|[5, 1, 0]|(5, 1)|-123|1|r
65|[6, 1, 0]|(6, 1)|-124|1|r
66|[5, 1, 0]|(5, 1)|-125|0|g
90|[5, 0, 0]|(5, 0)|-126|2|r
66|[5, 1, 0]|(5, 1)|-127|3|r
90|[5, 0, 0]|(5, 0)|-128|2|r
90|[5, 0, 0]|(5, 0)|-129|2|r
90|[5, 0, 0]|(5, 0)|-130|2|r
93|[4, 0, 0]|(4, 0)|-131|0|r
94|[3, 0, 0]|(3, 0)|-132|0|g
93|[4, 0, 0]|(4, 0)|-133|1|r
94|[3, 0, 0]|(3, 0)|-134|0|g
95|[2, 0, 0]|(2, 0)|-135|0|g
96|[1, 0, 0]|(1, 0)|-136|0|r
95|[2, 0, 0]|(2, 0)|-137|1|r
92|[2, 1, 0]|(2, 1)|-138|3|r
97|[1, 1, 0]|(1, 1)|-139|0|r
50|[0, 1, 0]|(0, 1)|-140|0|r
51|[0, 0, 1]|(0, 0)terminal1|-140|2|r
1|[6, 5, 0]|(6, 5)|-1|1|r
0|[5, 5, 0]|(5, 5)|-2|0|r
28|[4, 5, 0]|(4, 5)|-3|0|r
30|[4, 4, 0]|(4, 4)|-4|2|r
11|[4, 3, 0]|(4, 3)|-5|2|r
30|[4, 4, 0]|(4, 4)|-6|3|r
31|[3, 4, 0]|(3, 4)|-7|0|r
35|[3, 5, 0]|(3, 5)|-8|3|r
31|[3, 4, 0]|(3, 4)|-9|2|r
33|[2, 4, 0]|(2, 4)|-10|0|r
37|[2, 5, 0]|(2, 5)|-11|3|r
38|[2, 6, 0]|(2, 6)|-12|3|r
39|[1, 6, 0]|(1, 6)|-13|0|g
38|[2, 6, 0]|(2, 6)|-14|1|r
45|[2, 7, 0]|(2, 7)|-15|3|r
42|[1, 7, 0]|(1, 7)|-16|0|r
39|[1, 6, 0]|(1, 6)|-17|2|g
86|[1, 5, 0]|(1, 5)|-18|2|r
85|[1, 4, 0]|(1, 4)|-19|2|g
86|[1, 5, 0]|(1, 5)|-20|3|r
85|[1, 4, 0]|(1, 4)|-21|2|r
33|[2, 4, 0]|(2, 4)|-22|1|r
37|[2, 5, 0]|(2, 5)|-23|3|r
86|[1, 5, 0]|(1, 5)|-24|0|r
37|[2, 5, 0]|(2, 5)|-25|1|r
35|[3, 5, 0]|(3, 5)|-26|1|r
28|[4, 5, 0]|(4, 5)|-27|1|r
30|[4, 4, 0]|(4, 4)|-28|2|r
13|[5, 4, 0]|(5, 4)|-29|1|r
0|[5, 5, 0]|(5, 5)|-30|3|r
1|[6, 5, 0]|(6, 5)|-31|1|r
0|[5, 5, 0]|(5, 5)|-32|0|r
13|[5, 4, 0]|(5, 4)|-33|2|g
30|[4, 4, 0]|(4, 4)|-34|0|r
13|[5, 4, 0]|(5, 4)|-35|1|r
2|[6, 4, 0]|(6, 4)|-36|1|r
1|[6, 5, 0]|(6, 5)|-37|3|r
27|[6, 6, 0]|(6, 6)|-38|3|r
26|[7, 6, 0]|(7, 6)|-39|1|r
27|[6, 6, 0]|(6, 6)|-40|0|g
52|[5, 6, 0]|(5, 6)|-41|0|r
0|[5, 5, 0]|(5, 5)|-42|2|g
13|[5, 4, 0]|(5, 4)|-43|2|g
10|[5, 3, 0]|(5, 3)|-44|2|r
13|[5, 4, 0]|(5, 4)|-45|3|r
2|[6, 4, 0]|(6, 4)|-46|1|r
4|[7, 4, 0]|(7, 4)|-47|1|r
2|[6, 4, 0]|(6, 4)|-48|0|r
13|[5, 4, 0]|(5, 4)|-49|0|r
2|[6, 4, 0]|(6, 4)|-50|1|r
4|[7, 4, 0]|(7, 4)|-51|1|r
6|[7, 3, 0]|(7, 3)|-52|2|r
4|[7, 4, 0]|(7, 4)|-53|3|r
6|[7, 3, 0]|(7, 3)|-54|2|r
3|[6, 3, 0]|(6, 3)|-55|0|r
10|[5, 3, 0]|(5, 3)|-56|0|r
3|[6, 3, 0]|(6, 3)|-57|1|r
10|[5, 3, 0]|(5, 3)|-58|0|r
12|[5, 2, 0]|(5, 2)|-59|2|r
10|[5, 3, 0]|(5, 3)|-60|3|r
11|[4, 3, 0]|(4, 3)|-61|0|r
32|[3, 3, 0]|(3, 3)|-62|0|g
76|[3, 2, 0]|(3, 2)|-63|2|r
32|[3, 3, 0]|(3, 3)|-64|3|r
34|[2, 3, 0]|(2, 3)|-65|0|r
32|[3, 3, 0]|(3, 3)|-66|1|r
76|[3, 2, 0]|(3, 2)|-67|2|r
91|[2, 2, 0]|(2, 2)|-68|0|r
99|[1, 2, 0]|(1, 2)|-69|0|g
91|[2, 2, 0]|(2, 2)|-70|1|r
92|[2, 1, 0]|(2, 1)|-71|2|r
95|[2, 0, 0]|(2, 0)|-72|2|r
94|[3, 0, 0]|(3, 0)|-73|1|r
95|[2, 0, 0]|(2, 0)|-74|0|r
95|[2, 0, 0]|(2, 0)|-75|2|r
96|[1, 0, 0]|(1, 0)|-76|0|r
97|[1, 1, 0]|(1, 1)|-77|3|r
50|[0, 1, 0]|(0, 1)|-78|0|r
50|[0, 1, 0]|(0, 1)|-79|0|r
51|[0, 0, 1]|(0, 0)terminal1|-79|2|r
28|[4, 5, 0]|(4, 5)|-1|0|r
35|[3, 5, 0]|(3, 5)|-2|0|r
31|[3, 4, 0]|(3, 4)|-3|2|r
30|[4, 4, 0]|(4, 4)|-4|1|r
11|[4, 3, 0]|(4, 3)|-5|2|r
10|[5, 3, 0]|(5, 3)|-6|1|r
12|[5, 2, 0]|(5, 2)|-7|2|r
66|[5, 1, 0]|(5, 1)|-8|2|r
90|[5, 0, 0]|(5, 0)|-9|2|r
90|[5, 0, 0]|(5, 0)|-10|2|r
66|[5, 1, 0]|(5, 1)|-11|3|r
12|[5, 2, 0]|(5, 2)|-12|3|r
78|[4, 2, 0]|(4, 2)|-13|0|r
76|[3, 2, 0]|(3, 2)|-14|0|r
78|[4, 2, 0]|(4, 2)|-15|1|r
11|[4, 3, 0]|(4, 3)|-16|3|r
78|[4, 2, 0]|(4, 2)|-17|2|r
79|[4, 1, 0]|(4, 1)|-18|2|r
66|[5, 1, 0]|(5, 1)|-19|1|r
90|[5, 0, 0]|(5, 0)|-20|2|r
90|[5, 0, 0]|(5, 0)|-21|2|r
89|[6, 0, 0]|(6, 0)|-22|1|r
89|[6, 0, 0]|(6, 0)|-23|2|r
90|[5, 0, 0]|(5, 0)|-24|0|g
90|[5, 0, 0]|(5, 0)|-25|2|r
66|[5, 1, 0]|(5, 1)|-26|3|r
65|[6, 1, 0]|(6, 1)|-27|1|r
66|[5, 1, 0]|(5, 1)|-28|0|g
65|[6, 1, 0]|(6, 1)|-29|1|r
66|[5, 1, 0]|(5, 1)|-30|0|r
12|[5, 2, 0]|(5, 2)|-31|3|r
66|[5, 1, 0]|(5, 1)|-32|2|r
90|[5, 0, 0]|(5, 0)|-33|2|r
93|[4, 0, 0]|(4, 0)|-34|0|r
90|[5, 0, 0]|(5, 0)|-35|1|r
66|[5, 1, 0]|(5, 1)|-36|3|r
90|[5, 0, 0]|(5, 0)|-37|2|r
93|[4, 0, 0]|(4, 0)|-38|0|g
90|[5, 0, 0]|(5, 0)|-39|1|r
90|[5, 0, 0]|(5, 0)|-40|2|r
89|[6, 0, 0]|(6, 0)|-41|1|r
90|[5, 0, 0]|(5, 0)|-42|0|g
90|[5, 0, 0]|(5, 0)|-43|2|r
89|[6, 0, 0]|(6, 0)|-44|1|r
89|[6, 0, 0]|(6, 0)|-45|2|r
88|[7, 0, 0]|(7, 0)|-46|1|r
64|[7, 1, 0]|(7, 1)|-47|3|r
88|[7, 0, 0]|(7, 0)|-48|2|r
88|[7, 0, 0]|(7, 0)|-49|2|r
89|[6, 0, 0]|(6, 0)|-50|0|r
90|[5, 0, 0]|(5, 0)|-51|0|r
89|[6, 0, 0]|(6, 0)|-52|1|r
89|[6, 0, 0]|(6, 0)|-53|2|r
90|[5, 0, 0]|(5, 0)|-54|0|r
66|[5, 1, 0]|(5, 1)|-55|3|r
79|[4, 1, 0]|(4, 1)|-56|0|g
66|[5, 1, 0]|(5, 1)|-57|1|r
12|[5, 2, 0]|(5, 2)|-58|3|r
66|[5, 1, 0]|(5, 1)|-59|2|r
12|[5, 2, 0]|(5, 2)|-60|3|r
78|[4, 2, 0]|(4, 2)|-61|0|g
76|[3, 2, 0]|(3, 2)|-62|0|g
78|[4, 2, 0]|(4, 2)|-63|1|r
76|[3, 2, 0]|(3, 2)|-64|0|g
91|[2, 2, 0]|(2, 2)|-65|0|r
76|[3, 2, 0]|(3, 2)|-66|1|r
78|[4, 2, 0]|(4, 2)|-67|1|r
76|[3, 2, 0]|(3, 2)|-68|0|r
91|[2, 2, 0]|(2, 2)|-69|0|g
34|[2, 3, 0]|(2, 3)|-70|3|r
98|[1, 3, 0]|(1, 3)|-71|0|r
48|[0, 3, 0]|(0, 3)|-72|0|r
98|[1, 3, 0]|(1, 3)|-73|1|r
34|[2, 3, 0]|(2, 3)|-74|1|r
98|[1, 3, 0]|(1, 3)|-75|0|g
48|[0, 3, 0]|(0, 3)|-76|0|r
49|[0, 2, 0]|(0, 2)|-77|2|r
49|[0, 2, 0]|(0, 2)|-78|0|r
50|[0, 1, 0]|(0, 1)|-79|2|g
51|[0, 0, 1]|(0, 0)terminal1|-79|2|r
28|[4, 5, 0]|(4, 5)|-1|0|r
35|[3, 5, 0]|(3, 5)|-2|0|r
77|[3, 6, 0]|(3, 6)|-3|3|r
29|[4, 6, 0]|(4, 6)|-4|1|r
77|[3, 6, 0]|(3, 6)|-5|0|g
38|[2, 6, 0]|(2, 6)|-6|0|g
39|[1, 6, 0]|(1, 6)|-7|0|r
42|[1, 7, 0]|(1, 7)|-8|3|r
41|[0, 7, 0]|(0, 7)|-9|0|r
40|[0, 6, 0]|(0, 6)|-10|2|r
39|[1, 6, 0]|(1, 6)|-11|1|r
42|[1, 7, 0]|(1, 7)|-12|3|r
44|[1, 8, 0]|(1, 8)|-13|3|r
83|[2, 8, 0]|(2, 8)|-14|1|r
44|[1, 8, 0]|(1, 8)|-15|0|r
81|[1, 9, 0]|(1, 9)|-16|3|r
80|[2, 9, 0]|(2, 9)|-17|1|r
62|[3, 9, 0]|(3, 9)|-18|1|r
80|[2, 9, 0]|(2, 9)|-19|0|g
62|[3, 9, 0]|(3, 9)|-20|1|r
80|[2, 9, 0]|(2, 9)|-21|0|g
83|[2, 8, 0]|(2, 8)|-22|2|r
45|[2, 7, 0]|(2, 7)|-23|2|r
42|[1, 7, 0]|(1, 7)|-24|0|r
39|[1, 6, 0]|(1, 6)|-25|2|r
86|[1, 5, 0]|(1, 5)|-26|2|r
37|[2, 5, 0]|(2, 5)|-27|1|r
86|[1, 5, 0]|(1, 5)|-28|0|r
85|[1, 4, 0]|(1, 4)|-29|2|r
86|[1, 5, 0]|(1, 5)|-30|3|r
85|[1, 4, 0]|(1, 4)|-31|2|g
86|[1, 5, 0]|(1, 5)|-32|3|r
37|[2, 5, 0]|(2, 5)|-33|1|r
33|[2, 4, 0]|(2, 4)|-34|2|r
34|[2, 3, 0]|(2, 3)|-35|2|r
98|[1, 3, 0]|(1, 3)|-36|0|r
85|[1, 4, 0]|(1, 4)|-37|3|r
98|[1, 3, 0]|(1, 3)|-38|2|g
85|[1, 4, 0]|(1, 4)|-39|3|r
47|[0, 4, 0]|(0, 4)|-40|0|r
48|[0, 3, 0]|(0, 3)|-41|2|r
48|[0, 3, 0]|(0, 3)|-42|0|r
98|[1, 3, 0]|(1, 3)|-43|1|r
99|[1, 2, 0]|(1, 2)|-44|2|g
98|[1, 3, 0]|(1, 3)|-45|3|r
99|[1, 2, 0]|(1, 2)|-46|2|r
97|[1, 1, 0]|(1, 1)|-47|2|r
99|[1, 2, 0]|(1, 2)|-48|3|r
97|[1, 1, 0]|(1, 1)|-49|2|r
50|[0, 1, 0]|(0, 1)|-50|0|r
49|[0, 2, 0]|(0, 2)|-51|3|r
50|[0, 1, 0]|(0, 1)|-52|2|r
49|[0, 2, 0]|(0, 2)|-53|3|r
99|[1, 2, 0]|(1, 2)|-54|1|r
97|[1, 1, 0]|(1, 1)|-55|2|r
50|[0, 1, 0]|(0, 1)|-56|0|r
51|[0, 0, 1]|(0, 0)terminal1|-56|2|r
28|[4, 5, 0]|(4, 5)|-1|0|r
29|[4, 6, 0]|(4, 6)|-2|3|r
52|[5, 6, 0]|(5, 6)|-3|1|r
27|[6, 6, 0]|(6, 6)|-4|1|r
63|[6, 7, 0]|(6, 7)|-5|3|r
27|[6, 6, 0]|(6, 6)|-6|2|r
52|[5, 6, 0]|(5, 6)|-7|0|r
27|[6, 6, 0]|(6, 6)|-8|1|r
1|[6, 5, 0]|(6, 5)|-9|2|g
36|[7, 5, 0]|(7, 5)|-10|1|r
1|[6, 5, 0]|(6, 5)|-11|0|r
0|[5, 5, 0]|(5, 5)|-12|0|r
28|[4, 5, 0]|(4, 5)|-13|0|r
30|[4, 4, 0]|(4, 4)|-14|2|r
31|[3, 4, 0]|(3, 4)|-15|0|g
33|[2, 4, 0]|(2, 4)|-16|0|g
31|[3, 4, 0]|(3, 4)|-17|1|r
30|[4, 4, 0]|(4, 4)|-18|1|r
11|[4, 3, 0]|(4, 3)|-19|2|r
30|[4, 4, 0]|(4, 4)|-20|3|r
28|[4, 5, 0]|(4, 5)|-21|3|r
35|[3, 5, 0]|(3, 5)|-22|0|g
37|[2, 5, 0]|(2, 5)|-23|0|r
86|[1, 5, 0]|(1, 5)|-24|0|r
39|[1, 6, 0]|(1, 6)|-25|3|r
42|[1, 7, 0]|(1, 7)|-26|3|r
41|[0, 7, 0]|(0, 7)|-27|0|r
43|[0, 8, 0]|(0, 8)|-28|3|r
41|[0, 7, 0]|(0, 7)|-29|2|r
41|[0, 7, 0]|(0, 7)|-30|0|r
43|[0, 8, 0]|(0, 8)|-31|3|r
44|[1, 8, 0]|(1, 8)|-32|1|r
83|[2, 8, 0]|(2, 8)|-33|1|r
60|[3, 8, 0]|(3, 8)|-34|1|r
61|[3, 7, 0]|(3, 7)|-35|2|r
60|[3, 8, 0]|(3, 8)|-36|3|r
61|[3, 7, 0]|(3, 7)|-37|2|r
77|[3, 6, 0]|(3, 6)|-38|2|r
38|[2, 6, 0]|(2, 6)|-39|0|g
39|[1, 6, 0]|(1, 6)|-40|0|r
40|[0, 6, 0]|(0, 6)|-41|0|r
41|[0, 7, 0]|(0, 7)|-42|3|r
40|[0, 6, 0]|(0, 6)|-43|2|r
40|[0, 6, 0]|(0, 6)|-44|0|r
41|[0, 7, 0]|(0, 7)|-45|3|r
43|[0, 8, 0]|(0, 8)|-46|3|r
41|[0, 7, 0]|(0, 7)|-47|2|r
41|[0, 7, 0]|(0, 7)|-48|0|r
40|[0, 6, 0]|(0, 6)|-49|2|g
46|[0, 5, 0]|(0, 5)|-50|2|g
40|[0, 6, 0]|(0, 6)|-51|3|r
40|[0, 6, 0]|(0, 6)|-52|0|r
40|[0, 6, 0]|(0, 6)|-53|0|r
41|[0, 7, 0]|(0, 7)|-54|3|r
43|[0, 8, 0]|(0, 8)|-55|3|r
41|[0, 7, 0]|(0, 7)|-56|2|g
42|[1, 7, 0]|(1, 7)|-57|1|r
39|[1, 6, 0]|(1, 6)|-58|2|g
86|[1, 5, 0]|(1, 5)|-59|2|r
46|[0, 5, 0]|(0, 5)|-60|0|r
86|[1, 5, 0]|(1, 5)|-61|1|r
85|[1, 4, 0]|(1, 4)|-62|2|r
98|[1, 3, 0]|(1, 3)|-63|2|g
99|[1, 2, 0]|(1, 2)|-64|2|r
91|[2, 2, 0]|(2, 2)|-65|1|r
76|[3, 2, 0]|(3, 2)|-66|1|r
78|[4, 2, 0]|(4, 2)|-67|1|r
11|[4, 3, 0]|(4, 3)|-68|3|r
10|[5, 3, 0]|(5, 3)|-69|1|r
12|[5, 2, 0]|(5, 2)|-70|2|r
66|[5, 1, 0]|(5, 1)|-71|2|r
65|[6, 1, 0]|(6, 1)|-72|1|r
66|[5, 1, 0]|(5, 1)|-73|0|r
79|[4, 1, 0]|(4, 1)|-74|0|r
93|[4, 0, 0]|(4, 0)|-75|2|r
79|[4, 1, 0]|(4, 1)|-76|3|r
78|[4, 2, 0]|(4, 2)|-77|3|r
11|[4, 3, 0]|(4, 3)|-78|3|r
32|[3, 3, 0]|(3, 3)|-79|0|r
31|[3, 4, 0]|(3, 4)|-80|3|r
32|[3, 3, 0]|(3, 3)|-81|2|r
31|[3, 4, 0]|(3, 4)|-82|3|r
30|[4, 4, 0]|(4, 4)|-83|1|r
11|[4, 3, 0]|(4, 3)|-84|2|r
30|[4, 4, 0]|(4, 4)|-85|3|r
31|[3, 4, 0]|(3, 4)|-86|0|r
30|[4, 4, 0]|(4, 4)|-87|1|r
31|[3, 4, 0]|(3, 4)|-88|0|r
30|[4, 4, 0]|(4, 4)|-89|1|r
28|[4, 5, 0]|(4, 5)|-90|3|r
35|[3, 5, 0]|(3, 5)|-91|0|g
31|[3, 4, 0]|(3, 4)|-92|2|r
30|[4, 4, 0]|(4, 4)|-93|1|r
28|[4, 5, 0]|(4, 5)|-94|3|r
35|[3, 5, 0]|(3, 5)|-95|0|g
37|[2, 5, 0]|(2, 5)|-96|0|r
86|[1, 5, 0]|(1, 5)|-97|0|r
39|[1, 6, 0]|(1, 6)|-98|3|r
38|[2, 6, 0]|(2, 6)|-99|1|r
77|[3, 6, 0]|(3, 6)|-100|1|r
38|[2, 6, 0]|(2, 6)|-101|0|r
37|[2, 5, 0]|(2, 5)|-102|2|r
86|[1, 5, 0]|(1, 5)|-103|0|r
46|[0, 5, 0]|(0, 5)|-104|0|r
47|[0, 4, 0]|(0, 4)|-105|2|g
48|[0, 3, 0]|(0, 3)|-106|2|r
48|[0, 3, 0]|(0, 3)|-107|0|r
49|[0, 2, 0]|(0, 2)|-108|2|r
50|[0, 1, 0]|(0, 1)|-109|2|g
49|[0, 2, 0]|(0, 2)|-110|3|r
49|[0, 2, 0]|(0, 2)|-111|0|r
99|[1, 2, 0]|(1, 2)|-112|1|r
97|[1, 1, 0]|(1, 1)|-113|2|r
99|[1, 2, 0]|(1, 2)|-114|3|r
98|[1, 3, 0]|(1, 3)|-115|3|r
99|[1, 2, 0]|(1, 2)|-116|2|r
49|[0, 2, 0]|(0, 2)|-117|0|r
48|[0, 3, 0]|(0, 3)|-118|3|r
98|[1, 3, 0]|(1, 3)|-119|1|r
34|[2, 3, 0]|(2, 3)|-120|1|r
33|[2, 4, 0]|(2, 4)|-121|3|r
31|[3, 4, 0]|(3, 4)|-122|1|r
33|[2, 4, 0]|(2, 4)|-123|0|g
85|[1, 4, 0]|(1, 4)|-124|0|r
86|[1, 5, 0]|(1, 5)|-125|3|r
37|[2, 5, 0]|(2, 5)|-126|1|r
33|[2, 4, 0]|(2, 4)|-127|2|r
85|[1, 4, 0]|(1, 4)|-128|0|g
98|[1, 3, 0]|(1, 3)|-129|2|g
34|[2, 3, 0]|(2, 3)|-130|1|r
98|[1, 3, 0]|(1, 3)|-131|0|g
48|[0, 3, 0]|(0, 3)|-132|0|r
48|[0, 3, 0]|(0, 3)|-133|0|r
48|[0, 3, 0]|(0, 3)|-134|0|r
49|[0, 2, 0]|(0, 2)|-135|2|r
50|[0, 1, 0]|(0, 1)|-136|2|g
97|[1, 1, 0]|(1, 1)|-137|1|r
99|[1, 2, 0]|(1, 2)|-138|3|r
49|[0, 2, 0]|(0, 2)|-139|0|r
49|[0, 2, 0]|(0, 2)|-140|0|r
49|[0, 2, 0]|(0, 2)|-141|0|r
50|[0, 1, 0]|(0, 1)|-142|2|g
97|[1, 1, 0]|(1, 1)|-143|1|r
96|[1, 0, 0]|(1, 0)|-144|2|r
95|[2, 0, 0]|(2, 0)|-145|1|r
